work_id,instrument_id,has_instrumentation,divisions,time_signature_numerator,time_signature_denominator,current_measure,midi_number,note_name,note_name_without_octave,note_name_just_sharps,note_name_just_flats,duration,length_in_quarter_notes,is_rest,is_grace_note,starting_location,starting_location_of_current_measure,quarter_beats_per_minute,tie_status,verified,note_name_sequence,note_name_without_octave_sequence,note_name_and_duration_sequence,note_name_without_octave_and_duration_sequence,duration_sequence,melodic_sequence,melodic_and_duration_sequence,melodic_sequence_relative
101,1,1,480,4,4,3,56,G#/Ab4,G#/Ab,G#4,Ab4,240,1/2,0,0,5040,3840,120,Start tied note,1,G#/Ab4;G#/Ab4;A#/Bb4;C5;C#/Db5;C#/Db5;G4;F4;D#/Eb4;C5,G#/Ab;G#/Ab;A#/Bb;C;C#/Db;C#/Db;G;F;D#/Eb;C,G#/Ab4:1/2;G#/Ab4:1;A#/Bb4:1/2;C5:1;C#/Db5;1;C#/Db5:1;G4:1;F4:1;D#/Eb4:1/2;C5:1/2,G#/Ab:1/2;G#/Ab:1;A#/Bb:1/2;C:1;C#/Db:1;C#/Db:1;G:1;F:1;D#/Eb:1/2;C:1/2,1/2;1;1/2;1;1;1;1;1;1/2;1/2,56;56;58;60;61;61;55;53;51;60,56:1/2;56:1;58:1/2;60:1;61:1;61:1;55:1;53:1;51:1/2;60:1/2,0;2;2;1;0;-6;-2;-2;9;0
101,1,1,480,4,4,3,56,G#/Ab4,G#/Ab,G#4,Ab4,480,1,0,0,5280,3840,120,End tied note,1,G#/Ab4;A#/Bb4;C5;C#/Db5;C#/Db5;G4;F4;D#/Eb4;C5;C5,G#/Ab;A#/Bb;C;C#/Db;C#/Db;G;F;D#/Eb;C;C,G#/Ab4:1;A#/Bb4:1/2;C5:1;C#/Db5:1;C#/Db5;1;G4:1;F4:1;D#/Eb4:1/2;C5:1/2;C5:3/2,G#/Ab:1;A#/Bb:1/2;C:1;C#/Db:1;C#/Db:1;G:1;F:1;D#/Eb:1/2;C:1/2;C:3/2,1;1/2;1;1;1;1;1;1/2;1/2;3/2,56;58;60;61;61;55;53;51;60;60,56:1;58:1/2;60:1;61:1;61:1;55:1;53:1;51:1/2;60:1/2;60:3/2,2;2;1;0;-6;-2;-2;9;0;-5
101,1,1,480,4,4,4,58,A#/Bb4,A#/Bb,A#4,Bb4,240,1/2,0,0,6480,5760,120,Not applicable,1,A#/Bb4;C5;C#/Db5;C#/Db5;G4;F4;D#/Eb4;C5;C5;G4,A#/Bb;C;C#/Db;C#/Db;G;F;D#/Eb;C;C;G,A#/Bb4:1/2;C5:1;C#/Db5:1;C#/Db5:1;G4;1;F4:1;D#/Eb4:1/2;C5:1/2;C5:3/2;G4:1/2,A#/Bb:1/2;C:1;C#/Db:1;C#/Db:1;G:1;F:1;D#/Eb:1/2;C:1/2;C:3/2;G:1/2,1/2;1;1;1;1;1;1/2;1/2;3/2;1/2,58;60;61;61;55;53;51;60;60;55,58:1/2;60:1;61:1;61:1;55:1;53:1;51:1/2;60:1/2;60:3/2;55:1/2,2;1;0;-6;-2;-2;9;0;-5;-2
101,1,1,480,4,4,4,60,C5,C,C5,C5,480,1,0,0,6720,5760,120,Not applicable,1,C5;C#/Db5;C#/Db5;G4;F4;D#/Eb4;C5;C5;G4;F4,C;C#/Db;C#/Db;G;F;D#/Eb;C;C;G;F,C5:1;C#/Db5:1;C#/Db5:1;G4:1;F4;1;D#/Eb4:1/2;C5:1/2;C5:3/2;G4:1/2;F4:1,C:1;C#/Db:1;C#/Db:1;G:1;F:1;D#/Eb:1/2;C:1/2;C:3/2;G:1/2;F:1,1;1;1;1;1;1/2;1/2;3/2;1/2;1,60;61;61;55;53;51;60;60;55;53,60:1;61:1;61:1;55:1;53:1;51:1/2;60:1/2;60:3/2;55:1/2;53:1,1;0;-6;-2;-2;9;0;-5;-2;-1
101,1,1,480,4,4,4,61,C#/Db5,C#/Db,C#5,Db5,480,1,0,0,7200,5760,120,Start tied note,1,C#/Db5;C#/Db5;G4;F4;D#/Eb4;C5;C5;G4;F4;E4,C#/Db;C#/Db;G;F;D#/Eb;C;C;G;F;E,C#/Db5:1;C#/Db5:1;G4:1;F4:1;D#/Eb4;1/2;C5:1/2;C5:3/2;G4:1/2;F4:1;E4:1/2,C#/Db:1;C#/Db:1;G:1;F:1;D#/Eb:1/2;C:1/2;C:3/2;G:1/2;F:1;E:1/2,1;1;1;1;1/2;1/2;3/2;1/2;1;1/2,61;61;55;53;51;60;60;55;53;52,61:1;61:1;55:1;53:1;51:1/2;60:1/2;60:3/2;55:1/2;53:1;52:1/2,0;-6;-2;-2;9;0;-5;-2;-1;1
101,1,1,480,4,4,5,61,C#/Db5,C#/Db,C#5,Db5,480,1,0,0,7680,7680,120,End tied note,1,C#/Db5;G4;F4;D#/Eb4;C5;C5;G4;F4;E4;F4,C#/Db;G;F;D#/Eb;C;C;G;F;E;F,C#/Db5:1;G4:1;F4:1;D#/Eb4:1/2;C5;1/2;C5:3/2;G4:1/2;F4:1;E4:1/2;F4:1/2,C#/Db:1;G:1;F:1;D#/Eb:1/2;C:1/2;C:3/2;G:1/2;F:1;E:1/2;F:1/2,1;1;1;1/2;1/2;3/2;1/2;1;1/2;1/2,61;55;53;51;60;60;55;53;52;53,61:1;55:1;53:1;51:1/2;60:1/2;60:3/2;55:1/2;53:1;52:1/2;53:1/2,-6;-2;-2;9;0;-5;-2;-1;1;0
101,1,1,480,4,4,5,55,G4,G,G4,G4,480,1,0,0,8160,7680,120,Not applicable,1,G4;F4;D#/Eb4;C5;C5;G4;F4;E4;F4;F4,G;F;D#/Eb;C;C;G;F;E;F;F,G4:1;F4:1;D#/Eb4:1/2;C5:1/2;C5;3/2;G4:1/2;F4:1;E4:1/2;F4:1/2;F4:1/2,G:1;F:1;D#/Eb:1/2;C:1/2;C:3/2;G:1/2;F:1;E:1/2;F:1/2;F:1/2,1;1;1/2;1/2;3/2;1/2;1;1/2;1/2;1/2,55;53;51;60;60;55;53;52;53;53,55:1;53:1;51:1/2;60:1/2;60:3/2;55:1/2;53:1;52:1/2;53:1/2;53:1/2,-2;-2;9;0;-5;-2;-1;1;0;2
101,1,1,480,4,4,5,53,F4,F,F4,F4,480,1,0,0,8640,7680,120,Not applicable,1,F4;D#/Eb4;C5;C5;G4;F4;E4;F4;F4;G4,F;D#/Eb;C;C;G;F;E;F;F;G,F4:1;D#/Eb4:1/2;C5:1/2;C5:3/2;G4;1/2;F4:1;E4:1/2;F4:1/2;F4:1/2;G4:1/2,F:1;D#/Eb:1/2;C:1/2;C:3/2;G:1/2;F:1;E:1/2;F:1/2;F:1/2;G:1/2,1;1/2;1/2;3/2;1/2;1;1/2;1/2;1/2;1/2,53;51;60;60;55;53;52;53;53;55,53:1;51:1/2;60:1/2;60:3/2;55:1/2;53:1;52:1/2;53:1/2;53:1/2;55:1/2,-2;9;0;-5;-2;-1;1;0;2;1
101,1,1,480,4,4,5,51,D#/Eb4,D#/Eb,D#4,Eb4,240,1/2,0,0,9120,7680,120,Not applicable,1,D#/Eb4;C5;C5;G4;F4;E4;F4;F4;G4;G#/Ab4,D#/Eb;C;C;G;F;E;F;F;G;G#/Ab,D#/Eb4:1/2;C5:1/2;C5:3/2;G4:1/2;F4;1;E4:1/2;F4:1/2;F4:1/2;G4:1/2;G#/Ab4:1/2,D#/Eb:1/2;C:1/2;C:3/2;G:1/2;F:1;E:1/2;F:1/2;F:1/2;G:1/2;G#/Ab:1/2,1/2;1/2;3/2;1/2;1;1/2;1/2;1/2;1/2;1/2,51;60;60;55;53;52;53;53;55;56,51:1/2;60:1/2;60:3/2;55:1/2;53:1;52:1/2;53:1/2;53:1/2;55:1/2;56:1/2,9;0;-5;-2;-1;1;0;2;1;2
101,1,1,480,4,4,5,60,C5,C,C5,C5,240,1/2,0,0,9360,7680,120,Start tied note,1,C5;C5;G4;F4;E4;F4;F4;G4;G#/Ab4;A#/Bb4,C;C;G;F;E;F;F;G;G#/Ab;A#/Bb,C5:1/2;C5:3/2;G4:1/2;F4:1;E4;1/2;F4:1/2;F4:1/2;G4:1/2;G#/Ab4:1/2;A#/Bb4:2,C:1/2;C:3/2;G:1/2;F:1;E:1/2;F:1/2;F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2,1/2;3/2;1/2;1;1/2;1/2;1/2;1/2;1/2;2,60;60;55;53;52;53;53;55;56;58,60:1/2;60:3/2;55:1/2;53:1;52:1/2;53:1/2;53:1/2;55:1/2;56:1/2;58:2,0;-5;-2;-1;1;0;2;1;2;0
101,1,1,480,4,4,6,60,C5,C,C5,C5,720,3/2,0,0,9600,9600,120,End tied note,1,C5;G4;F4;E4;F4;F4;G4;G#/Ab4;A#/Bb4;A#/Bb4,C;G;F;E;F;F;G;G#/Ab;A#/Bb;A#/Bb,C5:3/2;G4:1/2;F4:1;E4:1/2;F4;1/2;F4:1/2;G4:1/2;G#/Ab4:1/2;A#/Bb4:2;A#/Bb4:2,C:3/2;G:1/2;F:1;E:1/2;F:1/2;F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2,3/2;1/2;1;1/2;1/2;1/2;1/2;1/2;2;2,60;55;53;52;53;53;55;56;58;58,60:3/2;55:1/2;53:1;52:1/2;53:1/2;53:1/2;55:1/2;56:1/2;58:2;58:2,-5;-2;-1;1;0;2;1;2;0;-3
101,1,1,480,4,4,6,55,G4,G,G4,G4,240,1/2,0,0,10320,9600,120,Not applicable,1,G4;F4;E4;F4;F4;G4;G#/Ab4;A#/Bb4;A#/Bb4;G4,G;F;E;F;F;G;G#/Ab;A#/Bb;A#/Bb;G,G4:1/2;F4:1;E4:1/2;F4:1/2;F4;1/2;G4:1/2;G#/Ab4:1/2;A#/Bb4:2;A#/Bb4:2;G4:1/2,G:1/2;F:1;E:1/2;F:1/2;F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2,1/2;1;1/2;1/2;1/2;1/2;1/2;2;2;1/2,55;53;52;53;53;55;56;58;58;55,55:1/2;53:1;52:1/2;53:1/2;53:1/2;55:1/2;56:1/2;58:2;58:2;55:1/2,-2;-1;1;0;2;1;2;0;-3;-2
101,1,1,480,4,4,6,53,F4,F,F4,F4,480,1,0,0,10560,9600,120,Not applicable,1,F4;E4;F4;F4;G4;G#/Ab4;A#/Bb4;A#/Bb4;G4;F4,F;E;F;F;G;G#/Ab;A#/Bb;A#/Bb;G;F,F4:1;E4:1/2;F4:1/2;F4:1/2;G4;1/2;G#/Ab4:1/2;A#/Bb4:2;A#/Bb4:2;G4:1/2;F4:1/2,F:1;E:1/2;F:1/2;F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2;F:1/2,1;1/2;1/2;1/2;1/2;1/2;2;2;1/2;1/2,53;52;53;53;55;56;58;58;55;53,53:1;52:1/2;53:1/2;53:1/2;55:1/2;56:1/2;58:2;58:2;55:1/2;53:1/2,-1;1;0;2;1;2;0;-3;-2;-1
101,1,1,480,4,4,6,52,E4,E,E4,E4,240,1/2,0,0,11280,9600,120,Not applicable,1,E4;F4;F4;G4;G#/Ab4;A#/Bb4;A#/Bb4;G4;F4;E4,E;F;F;G;G#/Ab;A#/Bb;A#/Bb;G;F;E,E4:1/2;F4:1/2;F4:1/2;G4:1/2;G#/Ab4;1/2;A#/Bb4:2;A#/Bb4:2;G4:1/2;F4:1/2;E4:1,E:1/2;F:1/2;F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2;F:1/2;E:1,1/2;1/2;1/2;1/2;1/2;2;2;1/2;1/2;1,52;53;53;55;56;58;58;55;53;52,52:1/2;53:1/2;53:1/2;55:1/2;56:1/2;58:2;58:2;55:1/2;53:1/2;52:1,1;0;2;1;2;0;-3;-2;-1;0
101,1,1,480,4,4,7,53,F4,F,F4,F4,240,1/2,0,0,11520,11520,120,Not applicable,1,F4;F4;G4;G#/Ab4;A#/Bb4;A#/Bb4;G4;F4;E4;E4,F;F;G;G#/Ab;A#/Bb;A#/Bb;G;F;E;E,F4:1/2;F4:1/2;G4:1/2;G#/Ab4:1/2;A#/Bb4;2;A#/Bb4:2;G4:1/2;F4:1/2;E4:1;E4:1,F:1/2;F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2;F:1/2;E:1;E:1,1/2;1/2;1/2;1/2;2;2;1/2;1/2;1;1,53;53;55;56;58;58;55;53;52;52,53:1/2;53:1/2;55:1/2;56:1/2;58:2;58:2;55:1/2;53:1/2;52:1;52:1,0;2;1;2;0;-3;-2;-1;0;0
101,1,1,480,4,4,7,53,F4,F,F4,F4,240,1/2,0,0,11760,11520,120,Not applicable,1,F4;G4;G#/Ab4;A#/Bb4;A#/Bb4;G4;F4;E4;E4;E4,F;G;G#/Ab;A#/Bb;A#/Bb;G;F;E;E;E,F4:1/2;G4:1/2;G#/Ab4:1/2;A#/Bb4:2;A#/Bb4;2;G4:1/2;F4:1/2;E4:1;E4:1;E4:1/2,F:1/2;G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2;F:1/2;E:1;E:1;E:1/2,1/2;1/2;1/2;2;2;1/2;1/2;1;1;1/2,53;55;56;58;58;55;53;52;52;52,53:1/2;55:1/2;56:1/2;58:2;58:2;55:1/2;53:1/2;52:1;52:1;52:1/2,2;1;2;0;-3;-2;-1;0;0;1
101,1,1,480,4,4,7,55,G4,G,G4,G4,240,1/2,0,0,12000,11520,120,Not applicable,1,G4;G#/Ab4;A#/Bb4;A#/Bb4;G4;F4;E4;E4;E4;F4,G;G#/Ab;A#/Bb;A#/Bb;G;F;E;E;E;F,G4:1/2;G#/Ab4:1/2;A#/Bb4:2;A#/Bb4:2;G4;1/2;F4:1/2;E4:1;E4:1;E4:1/2;F4:1/2,G:1/2;G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2;F:1/2;E:1;E:1;E:1/2;F:1/2,1/2;1/2;2;2;1/2;1/2;1;1;1/2;1/2,55;56;58;58;55;53;52;52;52;53,55:1/2;56:1/2;58:2;58:2;55:1/2;53:1/2;52:1;52:1;52:1/2;53:1/2,1;2;0;-3;-2;-1;0;0;1;2
101,1,1,480,4,4,7,56,G#/Ab4,G#/Ab,G#4,Ab4,240,1/2,0,0,12240,11520,120,Not applicable,1,G#/Ab4;A#/Bb4;A#/Bb4;G4;F4;E4;E4;E4;F4;G4,G#/Ab;A#/Bb;A#/Bb;G;F;E;E;E;F;G,G#/Ab4:1/2;A#/Bb4:2;A#/Bb4:2;G4:1/2;F4;1/2;E4:1;E4:1;E4:1/2;F4:1/2;G4:1,G#/Ab:1/2;A#/Bb:2;A#/Bb:2;G:1/2;F:1/2;E:1;E:1;E:1/2;F:1/2;G:1,1/2;2;2;1/2;1/2;1;1;1/2;1/2;1,56;58;58;55;53;52;52;52;53;55,56:1/2;58:2;58:2;55:1/2;53:1/2;52:1;52:1;52:1/2;53:1/2;55:1,2;0;-3;-2;-1;0;0;1;2;-3
101,1,1,480,4,4,7,58,A#/Bb4,A#/Bb,A#4,Bb4,960,2,0,0,12480,11520,120,Start tied note,1,A#/Bb4;A#/Bb4;G4;F4;E4;E4;E4;F4;G4;E4,A#/Bb;A#/Bb;G;F;E;E;E;F;G;E,A#/Bb4:2;A#/Bb4:2;G4:1/2;F4:1/2;E4;1;E4:1;E4:1/2;F4:1/2;G4:1;E4:1/2,A#/Bb:2;A#/Bb:2;G:1/2;F:1/2;E:1;E:1;E:1/2;F:1/2;G:1;E:1/2,2;2;1/2;1/2;1;1;1/2;1/2;1;1/2,58;58;55;53;52;52;52;53;55;52,58:2;58:2;55:1/2;53:1/2;52:1;52:1;52:1/2;53:1/2;55:1;52:1/2,0;-3;-2;-1;0;0;1;2;-3;-2
101,1,1,480,4,4,8,58,A#/Bb4,A#/Bb,A#4,Bb4,960,2,0,0,13440,13440,120,End tied note,1,A#/Bb4;G4;F4;E4;E4;E4;F4;G4;E4;D4,A#/Bb;G;F;E;E;E;F;G;E;D,A#/Bb4:2;G4:1/2;F4:1/2;E4:1;E4;1;E4:1/2;F4:1/2;G4:1;E4:1/2;D4:3/2,A#/Bb:2;G:1/2;F:1/2;E:1;E:1;E:1/2;F:1/2;G:1;E:1/2;D:3/2,2;1/2;1/2;1;1;1/2;1/2;1;1/2;3/2,58;55;53;52;52;52;53;55;52;50,58:2;55:1/2;53:1/2;52:1;52:1;52:1/2;53:1/2;55:1;52:1/2;50:3/2,-3;-2;-1;0;0;1;2;-3;-2;2
101,1,1,480,4,4,8,55,G4,G,G4,G4,240,1/2,0,0,14400,13440,120,Not applicable,1,G4;F4;E4;E4;E4;F4;G4;E4;D4;E4,G;F;E;E;E;F;G;E;D;E,G4:1/2;F4:1/2;E4:1;E4:1;E4;1/2;F4:1/2;G4:1;E4:1/2;D4:3/2;E4:1/2,G:1/2;F:1/2;E:1;E:1;E:1/2;F:1/2;G:1;E:1/2;D:3/2;E:1/2,1/2;1/2;1;1;1/2;1/2;1;1/2;3/2;1/2,55;53;52;52;52;53;55;52;50;52,55:1/2;53:1/2;52:1;52:1;52:1/2;53:1/2;55:1;52:1/2;50:3/2;52:1/2,-2;-1;0;0;1;2;-3;-2;2;1
101,1,1,480,4,4,8,53,F4,F,F4,F4,240,1/2,0,0,14640,13440,120,Not applicable,1,F4;E4;E4;E4;F4;G4;E4;D4;E4;F4,F;E;E;E;F;G;E;D;E;F,F4:1/2;E4:1;E4:1;E4:1/2;F4;1/2;G4:1;E4:1/2;D4:3/2;E4:1/2;F4:1,F:1/2;E:1;E:1;E:1/2;F:1/2;G:1;E:1/2;D:3/2;E:1/2;F:1,1/2;1;1;1/2;1/2;1;1/2;3/2;1/2;1,53;52;52;52;53;55;52;50;52;53,53:1/2;52:1;52:1;52:1/2;53:1/2;55:1;52:1/2;50:3/2;52:1/2;53:1,-1;0;0;1;2;-3;-2;2;1;-2
101,1,1,480,4,4,8,52,E4,E,E4,E4,480,1,0,0,14880,13440,120,Start tied note,1,E4;E4;E4;F4;G4;E4;D4;E4;F4;D#/Eb4,E;E;E;F;G;E;D;E;F;D#/Eb,E4:1;E4:1;E4:1/2;F4:1/2;G4;1;E4:1/2;D4:3/2;E4:1/2;F4:1;D#/Eb4:1/2,E:1;E:1;E:1/2;F:1/2;G:1;E:1/2;D:3/2;E:1/2;F:1;D#/Eb:1/2,1;1;1/2;1/2;1;1/2;3/2;1/2;1;1/2,52;52;52;53;55;52;50;52;53;51,52:1;52:1;52:1/2;53:1/2;55:1;52:1/2;50:3/2;52:1/2;53:1;51:1/2,0;0;1;2;-3;-2;2;1;-2;2
